gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
LOC127074519,25.00824078,-1.319093726,0.8533921,-1.545706512,0.122175464,0.590108465
LOC127097457,443.2179192,0.994985182,0.643838174,1.545396378,0.122250416,0.590234956
LOC127107697,12.7757837,1.800574532,1.165588949,1.544776599,0.122400309,0.590341725
LOC127127435,6.906932084,-1.953591113,1.26470585,-1.54469999,0.122418847,0.590341725
LOC127131458,21.00152356,-1.348657324,0.872863748,-1.545094898,0.122323311,0.590341725
LOC127132194,92.7185719,1.118307034,0.724190064,1.544217589,0.122535629,0.590669557
LOC127074859,8.35772441,1.965682955,1.273293057,1.5437789,0.122641905,0.590711346
LOC127076061,7.116813161,-2.101570005,1.361306595,-1.543788896,0.122639482,0.590711346
LOC127074501,9.290971672,-1.745653149,1.133457016,-1.540114115,0.12353254,0.590753088
LOC127075070,17.70434815,-1.392769744,0.903795603,-1.541022925,0.123311207,0.590753088
LOC127075246,12.26920234,1.68986361,1.095494108,1.542558374,0.122937964,0.590753088
LOC127082910,8.015961107,1.965769855,1.273992839,1.542999141,0.122830984,0.590753088
LOC127084469,14.74013266,1.530431397,0.992775021,1.541569203,0.123178314,0.590753088
LOC127086770,6.565800764,2.267080483,1.471441482,1.540720791,0.123384755,0.590753088
LOC127093203,4.209479882,-2.397596193,1.555514999,-1.541352025,0.123231134,0.590753088
LOC127097136,198.2647028,0.972912325,0.631542209,1.540534125,0.123430211,0.590753088
LOC127100568,10.47981217,-1.756254975,1.140478595,-1.539928047,0.123577893,0.590753088
LOC127100724,17.80352141,1.470509175,0.953990128,1.541430179,0.123212124,0.590753088
LOC127100877,21.70076601,-1.277464675,0.829178843,-1.54063829,0.123404843,0.590753088
LOC127107545,25.78493673,1.35508415,0.87922466,1.541226278,0.123261724,0.590753088
LOC127115893,167.4014194,1.081546389,0.702287643,1.540033346,0.123552225,0.590753088
LOC127118197,9.581526362,1.866742158,1.211767383,1.540511969,0.123435608,0.590753088
LOC127119868,50.28994462,1.254833836,0.813600733,1.542321419,0.122995507,0.590753088
LOC127125709,4.194880196,3.135620241,2.034721098,1.541056533,0.123303028,0.590753088
LOC127128358,6.166294754,-2.13408194,1.382751265,-1.543359239,0.122743638,0.590753088
LOC127132048,438.6339236,-1.213547925,0.787784524,-1.540456671,0.123449077,0.590753088
LOC127138295,9.714814427,1.807164623,1.172280407,1.541580506,0.123175566,0.590753088
LOC127073457,12.8910253,-1.542039874,1.001630227,-1.539530091,0.123674938,0.590983595
LOC127073497,5.132570916,-2.336942036,1.518327045,-1.539155904,0.12376624,0.591186491
LOC127106757,29.48911821,1.285649854,0.835457816,1.538856696,0.123839285,0.591302053
LOC127086764,6.259833563,2.565774913,1.669254731,1.537078114,0.124274182,0.592921615
LOC127127622,48.82458241,1.227959067,0.79889659,1.537068855,0.124276449,0.592921615
LOC127127276,381.3091702,-0.934733062,0.608460037,-1.536227533,0.124482585,0.593671085
LOC127086684,8.057810821,-1.858575222,1.21033876,-1.535582667,0.124640768,0.594191357
LOC127083659,6.355323369,2.129387448,1.386882452,1.535377021,0.124691245,0.594197964
LOC127108190,19.4239414,1.469703401,0.95781951,1.534426252,0.124924823,0.595076766
LOC127117774,5.45317512,-2.178960965,1.420839164,-1.533573271,0.125134668,0.595841866
LOC127105857,27.8709267,-1.251379113,0.816146173,-1.533278173,0.12520733,0.595953411
LOC127106212,43.41324737,1.133031059,0.739560344,1.532033279,0.125514223,0.597179305
LOC127119222,96.50058861,-1.020846713,0.666435458,-1.531801318,0.125571471,0.597216929
LOC127096823,20.05970656,1.4219847,0.928717855,1.531126694,0.125738084,0.597305245
LOC127101358,8.453578531,6.043849889,3.947172288,1.531184719,0.125723746,0.597305245
LOC127118816,5.818225668,2.423773684,1.582963947,1.531161647,0.125729447,0.597305245
LOC127118350,7.010373298,-1.956477542,1.280476766,-1.527928967,0.126530175,0.600832186
LOC127073347,4.043106335,3.07982183,2.01654539,1.527276225,0.126692339,0.600934291
LOC127074357,7.168488605,-2.149832162,1.408403302,-1.526432208,0.126902262,0.600934291
LOC127075914,13.17357743,-1.535409686,1.005227067,-1.527425729,0.126655183,0.600934291
LOC127091665,24.78415037,1.290304232,0.845203114,1.5266203,0.126855456,0.600934291
LOC127097652,13.35469195,1.571514891,1.029660954,1.526245008,0.126948858,0.600934291
LOC127118686,31.14173769,1.342813484,0.879727632,1.526396848,0.126911062,0.600934291
LOC127126806,14.20545443,1.526319501,0.999590672,1.526944522,0.126774807,0.600934291
LOC127128681,4.274869012,-2.476992268,1.622753193,-1.52641343,0.126906935,0.600934291
LOC127081013,4.074382499,2.860204084,1.875635455,1.524925367,0.127277714,0.60108055
LOC127085938,69.51955143,1.133122974,0.743067625,1.524925776,0.127277612,0.60108055
LOC127086631,21.63076827,-1.45068844,0.951066167,-1.525328616,0.127177154,0.60108055
LOC127106768,21.51746216,-1.354267639,0.88794692,-1.525167336,0.127217366,0.60108055
LOC127120548,37.95661183,-1.330673582,0.872464774,-1.525188892,0.12721199,0.60108055
LOC127128115,30.58559724,-1.182012987,0.774965101,-1.525246731,0.127197569,0.60108055
LOC127076080,33.23814991,-1.244990942,0.816905477,-1.524033046,0.127500456,0.601731051
LOC127092723,58.89787412,1.180541114,0.774645835,1.523975293,0.127514883,0.601731051
LOC127118749,18.60618977,-1.444061466,0.948062518,-1.523171139,0.127715895,0.602444735
LOC127091188,47.38305904,-1.200499265,0.78869308,-1.522137438,0.127974647,0.603430124
LOC127075968,72.70032179,-1.02341602,0.672749809,-1.521243122,0.128198838,0.603842091
LOC127105865,5.518654575,-2.081664994,1.368443358,-1.521191931,0.12821168,0.603842091
LOC127106672,3.89950039,-2.61905322,1.721414224,-1.521454385,0.12814585,0.603842091
LOC127096570,9.971804807,-7.291145749,4.79399663,-1.520890879,0.128287223,0.603962874
LOC127101283,3.905046161,3.028694539,1.993558776,1.519240152,0.128702058,0.604982477
LOC127107692,3.905046161,3.028694539,1.993558776,1.519240152,0.128702058,0.604982477
LOC127126557,6.269735968,-2.141476619,1.409190799,-1.519649874,0.128598996,0.604982477
LOC127130500,9.804400469,-1.669197743,1.098710442,-1.51923353,0.128703724,0.604982477
LOC127101235,15.04794668,-1.443805944,0.950500623,-1.518995262,0.128763689,0.605029381
LOC127098610,23.18453332,-1.414967049,0.932143747,-1.517970863,0.129021744,0.605771602
LOC127126081,39.3475761,1.117173586,0.735889806,1.518126189,0.12898259,0.605771602
LOC127092192,35.21626022,1.217581712,0.802897581,1.516484468,0.129396895,0.606808892
LOC127117797,60.89706442,1.128158981,0.744020365,1.516301211,0.129443206,0.606808892
LOC127126959,47.47023254,1.104069499,0.727969783,1.516641934,0.129357112,0.606808892
LOC127132489,33.28226576,1.217800879,0.80309845,1.516378073,0.12942378,0.606808892
LOC127118590,45.05631715,-1.111193881,0.733418384,-1.515088665,0.129749952,0.60777609
LOC127119079,8.408744205,6.035491494,3.983183503,1.515243144,0.129710841,0.60777609
LOC127086848,29.75996552,-1.585048875,1.046558283,-1.514534739,0.12989027,0.607962811
LOC127118246,20.85601797,-1.358490579,0.896914787,-1.514626137,0.129867109,0.607962811
LOC127126434,117.0854682,-1.043694698,0.689379761,-1.513961908,0.130035501,0.608369301
LOC127132372,20.48801809,1.333473898,0.880925759,1.513718818,0.13009717,0.608369301
LOC127132396,8.167774131,-1.984678043,1.31123219,-1.513597713,0.130127902,0.608369301
LOC127073417,10.49670515,-1.676912201,1.108334621,-1.513001732,0.130279219,0.608371785
LOC127087196,86.58060423,-1.060015807,0.700538829,-1.513143545,0.130243201,0.608371785
LOC127087395,6.142046681,-2.041450555,1.349058058,-1.513241437,0.130218342,0.608371785
LOC127119620,18.27564565,1.391188303,0.919846604,1.51241337,0.130428736,0.608835101
LOC127125860,6.42774059,2.231826217,1.476184417,1.511888482,0.130562235,0.609223319
LOC127092652,6.011178096,-2.058218449,1.361550245,-1.511672783,0.130617126,0.609244582
LOC127075877,10.33497607,-1.645250833,1.088924286,-1.510895527,0.130815071,0.609339662
LOC127076602,15.92237973,-1.677621347,1.110107064,-1.511224819,0.130731181,0.609339662
LOC127097007,208.999286,0.979553698,0.64827608,1.511013174,0.130785094,0.609339662
LOC127098204,36.69488505,1.437467477,0.951463512,1.510796219,0.130840378,0.609339662
LOC127098424,6.864576376,2.257669041,1.494546643,1.510604604,0.13088922,0.609339662
LOC127080777,39.46021106,1.157711048,0.767163617,1.50907971,0.131278414,0.609744407
LOC127083545,6.414026904,2.228654307,1.476728522,1.509183492,0.131251898,0.609744407
LOC127083723,7.034330036,1.996531827,1.322451069,1.509720756,0.131114693,0.609744407
LOC127092095,4.808243909,2.55213136,1.690800271,1.509422138,0.131190939,0.609744407
LOC127107818,18.82033696,-1.549042312,1.02588385,-1.509958766,0.131053946,0.609744407
LOC127132384,5.666451808,2.377615198,1.575194698,1.509410361,0.131193947,0.609744407
LOC127085790,3.913214075,-2.596969208,1.721937061,-1.508167323,0.131511708,0.610593677
LOC127091092,100.2398544,-1.949603358,1.292928647,-1.507897101,0.131580865,0.610680516
LOC127105615,4.98807897,-2.194857655,1.455872651,-1.507589042,0.131659739,0.610812373
LOC127082918,9.208486895,1.788984238,1.187281672,1.506790075,0.131864475,0.611527816
LOC127106960,4.154245133,3.690366197,2.450906859,1.505714582,0.132140459,0.61200602
LOC127107914,50.17872348,1.07420826,0.713475109,1.505600191,0.132169839,0.61200602
LOC127120940,10.67713303,1.720646897,1.14240791,1.506158073,0.1320266,0.61200602
LOC127128467,96.46962243,0.961808285,0.638719374,1.505838594,0.132108613,0.61200602
LOC127127764,4.368029662,-2.848435898,1.89234807,-1.505238884,0.132262671,0.612201673
LOC127092826,5.260350527,-2.297905666,1.526862925,-1.504984913,0.132327956,0.612269715
LOC127087270,5.87346207,-2.434953647,1.618220698,-1.504710483,0.132398527,0.612362159
LOC127133272,7.978668842,2.063589087,1.372180241,1.503876113,0.132613269,0.613121086
LOC127086361,5.483401784,2.257334859,1.501236972,1.503649924,0.132671529,0.613156239
LOC127073669,28.42559019,-1.682994313,1.11962996,-1.503170131,0.132795178,0.6133498
LOC127107669,37.87628217,-1.091201116,0.726064807,-1.502897682,0.132865431,0.6133498
LOC127128194,42.93393154,1.132566377,0.753577297,1.502919982,0.132859679,0.6133498
LOC127092200,9.153632153,1.778568172,1.183825679,1.502390261,0.13299635,0.613720099
LOC127105166,4.901314234,2.566364682,1.709120458,1.501570395,0.133208094,0.614462945
LOC127127761,13.24274383,-1.649773723,1.098883583,-1.501318018,0.133273327,0.614529656
LOC127100307,25.79572494,1.305883557,0.870278729,1.500534844,0.133475915,0.615121414
LOC127117525,4.430075994,-2.387565179,1.591254975,-1.500429043,0.133503301,0.615121414
LOC127123767,67.82694758,1.13364905,0.755826028,1.499880935,0.133645247,0.615306989
LOC127128033,34.04410311,-1.853036152,1.235383871,-1.499967901,0.133622718,0.615306989
LOC127075300,15.88140052,-1.41751187,0.945642482,-1.498993433,0.133875336,0.616131963
LOC127083811,8.34354224,-1.744612059,1.164088445,-1.498693734,0.133953103,0.616255553
LOC127086168,24.38553016,1.258601829,0.840140453,1.498085023,0.134111162,0.616748292
LOC127086519,14.69154618,1.485722329,0.991983323,1.497729139,0.134203638,0.616939169
LOC127132140,8.216106777,-1.829506905,1.222223233,-1.496868049,0.134427595,0.617734098
LOC127118090,131.4601302,1.027230797,0.68641577,1.496513981,0.134519767,0.61792306
LOC127091750,13.7301509,1.504804606,1.005805844,1.496118376,0.13462281,0.618161795
LOC127075396,4.794530223,2.551292627,1.705587999,1.495843444,0.134694457,0.618256241
LOC127093792,15.02060964,-1.392622233,0.931967907,-1.494281319,0.135102106,0.619470593
LOC127107482,4.364216534,2.985360143,1.997520021,1.494533277,0.135036291,0.619470593
LOC127117953,5.790798297,2.426434897,1.623857443,1.494241325,0.135112555,0.619470593
LOC127092046,5.029473851,-2.560800019,1.714471384,-1.493638239,0.135270199,0.619534866
LOC127108394,41.21977805,1.120904425,0.750471489,1.493600279,0.135280127,0.619534866
LOC127126047,6832.715045,-1.481518862,0.991759888,-1.493828173,0.135220536,0.619534866
LOC127083456,17.80753554,-1.330149495,0.890833212,-1.493152116,0.135397373,0.619602951
LOC127128471,11.39621761,-1.526542515,1.022242531,-1.49332714,0.135351575,0.619602951
LOC127126816,20.41753617,1.541096891,1.03229084,1.492890212,0.135465928,0.619682384
LOC127079222,88.59842259,0.958228237,0.641987574,1.492596237,0.135542909,0.61972792
LOC127119819,36.10666925,1.188388462,0.796260878,1.492461196,0.135578283,0.61972792
LOC127087112,20.06722864,-1.354224813,0.9078648,-1.491659125,0.13578853,0.620454649
LOC127081191,91.48739262,-0.950919995,0.637836994,-1.490851117,0.136000588,0.620954777
LOC127126960,7.582343783,-2.101863694,1.409712916,-1.490987044,0.135964896,0.620954777
LOC127085067,7.77563686,2.084173969,1.399624878,1.489094686,0.136462437,0.622828558
LOC127097237,22.91446455,1.314164045,0.882866037,1.48852033,0.136613725,0.623284028
LOC127138802,40.97853048,1.105966561,0.743236819,1.488040599,0.136740187,0.623625933
LOC127074185,44.94559743,-3.980425058,2.67714223,-1.486818673,0.137062708,0.624861402
LOC127092266,8.133570839,-1.712484819,1.151966067,-1.486575749,0.137126897,0.62491866
LOC127073682,32.81173433,1.228961306,0.82747106,1.485201556,0.13749044,0.625398078
LOC127102416,97.43721748,1.072762107,0.722257737,1.485289881,0.137467051,0.625398078
LOC127118609,8.719469671,1.811393677,1.219460044,1.485406337,0.137436218,0.625398078
LOC127118676,6.455459295,-2.080224532,1.400395938,-1.48545456,0.137423452,0.625398078
LOC127119273,6.478746541,2.157734762,1.452446278,1.485586624,0.137388495,0.625398078
LOC127077086,17.45607085,-1.331265133,0.896687472,-1.484647856,0.137637131,0.625769985
LOC127117840,73.49881251,-1.025014035,0.690476358,-1.484502725,0.137675601,0.625769985
LOC127076430,45.48064535,1.234061593,0.832293304,1.482724403,0.138147648,0.626679098
LOC127081841,5.935508402,-2.13880298,1.442363323,-1.482846205,0.138115277,0.626679098
LOC127087580,5.15200937,2.688157242,1.813308155,1.48246024,0.138217876,0.626679098
LOC127098693,4.650201776,3.247897475,2.190995416,1.482384423,0.138238036,0.626679098
LOC127120241,17.50741745,1.534071892,1.034723352,1.482591351,0.138183017,0.626679098
LOC127125852,12.59967144,1.53080088,1.032336831,1.482850204,0.138114214,0.626679098
LOC127132599,6.566092099,-1.936975006,1.305988247,-1.483148881,0.138034859,0.626679098
LOC127075383,14.40999075,-1.626671741,1.099525548,-1.479430601,0.139025267,0.628130582
LOC127075607,11.55265124,1.701954122,1.149592959,1.480484121,0.138744095,0.628130582
LOC127075742,14.61018758,-1.466509198,0.990652997,-1.480345996,0.138780934,0.628130582
LOC127081434,3.877618789,3.002526818,2.029429169,1.47949328,0.139008526,0.628130582
LOC127086601,133.8129605,0.940494461,0.635125548,1.480800865,0.138659646,0.628130582
LOC127088099,7.644390116,-1.908563836,1.289076585,-1.480566677,0.138722081,0.628130582
LOC127091123,76.04961542,1.00225761,0.677215324,1.479968889,0.13888155,0.628130582
LOC127110523,3.877618789,3.002526818,2.029429169,1.47949328,0.139008526,0.628130582
LOC127126515,17.38251948,7.083320133,4.786892068,1.479732576,0.138944628,0.628130582
LOC127073182,85.3297379,0.96522282,0.65280555,1.478576308,0.139253589,0.628661729
LOC127074041,36.26095292,1.226534643,0.829632115,1.478407865,0.139298642,0.628661729
LOC127081855,4.652621257,2.481663328,1.678298525,1.478678132,0.13922636,0.628661729
LOC127132554,27.0070572,1.194483682,0.808088609,1.478159287,0.139365148,0.628727452
LOC127076418,11.16190781,-1.53340054,1.038466456,-1.476600936,0.139782641,0.630375962
LOC127117958,10.41442304,-1.720356052,1.16537048,-1.476231019,0.139881885,0.63058858
LOC127083660,4.457503366,-2.352066079,1.59417251,-1.475415029,0.140100997,0.630979819
LOC127085438,94.30241539,-0.937848222,0.635689034,-1.475325469,0.140125062,0.630979819
LOC127097974,25.83569051,1.214523274,0.823020729,1.475689774,0.140027192,0.630979819
LOC127073718,17.29309126,1.363567537,0.924810612,1.474428947,0.140366135,0.631090865
LOC127078762,10.15243204,-1.609311682,1.091101877,-1.474941723,0.140228212,0.631090865
LOC127086127,31.30280399,-1.458894644,0.989834693,-1.473877057,0.140514696,0.631090865
LOC127096658,43.30395521,1.065165866,0.722578636,1.474117575,0.140449937,0.631090865
LOC127119841,80.65483444,-1.010268682,0.685437183,-1.47390411,0.140507411,0.631090865
LOC127119926,17.06555738,1.361662809,0.923381222,1.474648581,0.140307047,0.631090865
LOC127125924,14.08203126,1.513846666,1.027077495,1.473936167,0.140498779,0.631090865
LOC127080807,23.32720211,-1.207466318,0.819558008,-1.473314038,0.140666377,0.631156696
LOC127100299,90.85465468,1.098519216,0.745513247,1.473507306,0.140614295,0.631156696
LOC127106135,11.51337251,-1.523455894,1.034083924,-1.473242025,0.140685787,0.631156696
LOC127127601,21.64325161,1.36848046,0.929037152,1.473009403,0.1407485,0.631204094
LOC127101153,31.24298978,1.173601354,0.797197817,1.472158262,0.140978145,0.631664844
LOC127108290,8.302869667,1.943844737,1.320245684,1.472335612,0.140930271,0.631664844
LOC127126951,10.90132411,1.874749366,1.273565004,1.472048431,0.1410078,0.631664844
LOC127075334,20.06337985,-1.463227853,0.994328658,-1.47157365,0.141136046,0.63170537
LOC127083836,8.030129626,-1.71241577,1.163772337,-1.471435363,0.141173416,0.63170537
LOC127105480,5.191148269,2.642092809,1.795123355,1.471816855,0.141070341,0.63170537
LOC127119257,13.39426551,-2.04808543,1.392372393,-1.470932231,0.141309445,0.632080386
LOC127074728,7.05861562,-1.924824259,1.309336797,-1.470075738,0.141541242,0.63264963
LOC127100621,89.84366501,-0.967316844,0.657923295,-1.470257781,0.141491951,0.63264963
LOC127080515,17.78663027,-1.374738851,0.93538047,-1.469710876,0.141640076,0.632857688
LOC127085058,7.123134247,2.223278771,1.51301621,1.469434866,0.141714876,0.632958252
LOC127092240,16.68459183,-1.47405658,1.003320187,-1.469178632,0.141784344,0.633034934
LOC127118359,23.63685791,-1.567869784,1.067345955,-1.468942451,0.141848399,0.633087398
LOC127076120,11.7586087,1.867857225,1.272070083,1.468360313,0.142006376,0.633482129
LOC127093317,4.674666356,-2.147836785,1.462974959,-1.468129562,0.142069033,0.633482129
LOC127119497,4.092324983,-2.401305941,1.635724445,-1.468038182,0.142093852,0.633482129
LOC127132644,393.1503405,0.871583259,0.594058489,1.467167417,0.142330518,0.634303605
LOC127128639,6.234825672,2.184028488,1.488816553,1.466956075,0.142388005,0.634326245
LOC127127467,95.22411968,-1.249814768,0.85281243,-1.465521284,0.14277875,0.63583296
LOC127097854,8.250725739,-1.705045825,1.163677021,-1.465222562,0.142860206,0.635961726
LOC127136475,79.49851333,1.069062495,0.730012709,1.464443675,0.143072762,0.636673792
LOC127097195,39.82205297,1.185772548,0.809973522,1.463964582,0.143203626,0.637021936
LOC127087637,6.48351865,2.267273015,1.549207496,1.463505064,0.143329229,0.637156848
LOC127087639,17.25128071,1.404921213,0.959994178,1.463468472,0.143339235,0.637156848
LOC127075264,47.1062313,1.090234808,0.745367419,1.462681061,0.143554671,0.637724895
LOC127091952,44.268012,-1.286831345,0.879930475,-1.462423886,0.143625088,0.637724895
LOC127097217,109.1952049,-1.688876575,1.154789627,-1.462497182,0.143605016,0.637724895
LOC127126484,9.687335895,-1.575571717,1.077515037,-1.462227127,0.14367898,0.637730245
LOC127074157,9.497397613,1.853716108,1.268406412,1.461452805,0.143891218,0.637874644
LOC127085073,521.9879919,0.831198652,0.568627564,1.461762856,0.143806206,0.637874644
LOC127098058,21.18341174,1.287974383,0.88143815,1.461219239,0.143955285,0.637874644
LOC127118206,21.72795321,1.306241031,0.893983101,1.461147342,0.143975011,0.637874644
LOC127127762,24.53318941,-1.255769657,0.859124786,-1.46168482,0.143827599,0.637874644
LOC127092326,5.091520184,-2.202639978,1.508016965,-1.460620158,0.144119711,0.637951836
LOC127118107,12.16868826,1.704922399,1.167349013,1.460507852,0.144150551,0.637951836
LOC127120190,16.57294353,1.36625755,0.935304981,1.460761546,0.144080892,0.637951836
LOC127118303,5.749531251,-1.944310539,1.331536099,-1.460201146,0.1442348,0.638091383
LOC127132442,46.34728387,1.415539518,0.969578018,1.459954218,0.144302657,0.638158333
LOC127117549,18.26209731,-1.319263631,0.904282556,-1.458906425,0.144590864,0.639199351
LOC127128412,76.09441466,-0.9444564,0.647762708,-1.458028362,0.144832726,0.640034798
LOC127074376,39.4341445,1.449986183,0.995185953,1.45700025,0.145116311,0.64069988
LOC127074929,6.293820542,-1.868534037,1.283760314,-1.455516281,0.145526386,0.64069988
LOC127075035,26.71018307,-1.172507525,0.80525212,-1.456075055,0.145371873,0.64069988
LOC127075235,100.9527421,-0.905880389,0.622167824,-1.45600649,0.145390826,0.64069988
LOC127075413,7.499554021,-1.747343408,1.201178757,-1.454690568,0.145754945,0.64069988
LOC127075640,48.54262719,-1.340469027,0.921194957,-1.455141516,0.145630088,0.64069988
LOC127087692,130.5640522,1.167589098,0.802129862,1.455611058,0.145500169,0.64069988
LOC127091518,7.499554021,-1.747343408,1.201178757,-1.454690568,0.145754945,0.64069988
LOC127098188,28.00274279,1.548536804,1.06368973,1.45581626,0.145443419,0.64069988
LOC127098206,3.895181267,2.795056913,1.921358958,1.454729165,0.145744255,0.64069988
LOC127106277,5.374072304,-2.120145858,1.4579184,-1.454228068,0.145883086,0.64069988
LOC127118138,11.06824117,-1.768674389,1.21431851,-1.456516041,0.145250018,0.64069988
LOC127120518,4.629042677,2.496059496,1.716110114,1.454486793,0.145811393,0.64069988
LOC127121210,18.19603684,1.342033735,0.922212619,1.455232456,0.145604919,0.64069988
LOC127127711,12.38504192,-1.647234894,1.13233674,-1.454721759,0.145746306,0.64069988
LOC127132318,31.96523631,1.264696966,0.86965769,1.454246862,0.145877877,0.64069988
LOC127138574,16.777824,-1.329521886,0.914087281,-1.454480238,0.145813209,0.64069988
LOC127083605,4.83630511,-2.501102047,1.721525071,-1.452840908,0.146267931,0.641226742
LOC127098108,14.74732424,1.498917594,1.031632706,1.452956643,0.146235792,0.641226742
LOC127115670,30.07830703,1.178634659,0.811062482,1.453198348,0.146168691,0.641226742
LOC127120254,44.90690305,1.099465272,0.75670682,1.452960701,0.146234666,0.641226742
LOC127135460,32.81815099,-1.772913144,1.220136664,-1.453044725,0.146211336,0.641226742
LOC127098276,17.72843273,-1.31021886,0.903500479,-1.450158456,0.147014337,0.644265582
LOC127125720,39.18008474,1.154016051,0.795918424,1.449917501,0.147081526,0.644326745
LOC127101179,13.13434966,1.537176202,1.060378781,1.44964821,0.147156645,0.644422586
LOC127118161,6.33174479,2.223250789,1.534061229,1.449258183,0.147265495,0.64466602
LOC127096690,256.6391354,0.892957467,0.616420482,1.44861745,0.147444445,0.645216039
LOC127087725,19.66844494,-1.349388963,0.931846922,-1.448080077,0.147594657,0.645406693
LOC127091781,70.07871439,1.028713228,0.710369326,1.448138581,0.147578298,0.645406693
LOC127121784,6.931142647,2.18028571,1.505838732,1.44788792,0.147648399,0.645408529
LOC127082485,62.40078218,-1.059022823,0.731909101,-1.446932169,0.147915922,0.646344521
LOC127101386,28.34342891,1.344352765,0.929357174,1.446540473,0.148025669,0.646448948
LOC127118777,47.58537183,-1.0019551,0.692691936,-1.446465663,0.148046636,0.646448948
LOC127076074,7.044992259,-1.807031191,1.249673782,-1.446002322,0.148176551,0.646740099
LOC127101219,17.39411484,-1.333105979,0.92202437,-1.445846794,0.148220178,0.646740099
LOC127109507,29.5746528,1.143074364,0.790708101,1.445633809,0.148279939,0.646767704
LOC127075993,24.1952749,-1.167077775,0.807491031,-1.445313607,0.148369817,0.64692661
LOC127125692,52.28740253,1.002079268,0.6934525,1.445058267,0.14844152,0.647006179
LOC127082860,13.04754761,1.560339526,1.080218951,1.44446598,0.148607943,0.647032567
LOC127093248,11.81003197,1.536183971,1.063484032,1.444482403,0.148603326,0.647032567
LOC127118599,51.19617412,1.207628846,0.836008654,1.44451716,0.148593556,0.647032567
LOC127082885,3.940551122,-2.755623119,1.909139761,-1.443384699,0.148912132,0.647342764
LOC127085478,173.1818207,1.175333729,0.814203007,1.44353892,0.148868717,0.647342764
LOC127091203,12.54709634,-1.513365538,1.048572765,-1.443262298,0.148946596,0.647342764
LOC127107653,13.06126129,1.562618468,1.082348359,1.443729696,0.148815025,0.647342764
LOC127127379,3.89425795,2.790698311,1.933227655,1.443543549,0.148867414,0.647342764
LOC127078054,35.86419688,-1.138681388,0.789978,-1.441408986,0.149469173,0.648078878
LOC127084978,19.9405495,1.340956128,0.929634434,1.442455313,0.149173969,0.648078878
LOC127084979,95.79808465,1.010925556,0.701418123,1.441259532,0.149511375,0.648078878
LOC127091745,11.94359587,-1.524512154,1.057849381,-1.441142927,0.149544308,0.648078878
LOC127097503,4.791821255,-2.131512334,1.479008344,-1.441176679,0.149534775,0.648078878
LOC127100801,22.07631528,-1.215183323,0.842739373,-1.441944404,0.149318058,0.648078878
LOC127105177,8.043843312,-1.703931349,1.181853702,-1.441744732,0.149374399,0.648078878
LOC127110501,12.16762511,-1.574874713,1.092322639,-1.441766981,0.149368121,0.648078878
LOC127097464,15.87496874,-1.321014069,0.916780011,-1.440928089,0.149604999,0.648109847
LOC127126485,14.05946652,-1.376653937,0.955587098,-1.440636797,0.149687319,0.648234458
LOC127083704,39.45069868,-1.038996514,0.721476723,-1.44009707,0.149839938,0.648636583
LOC127086738,9.184097337,-1.680272656,1.166913162,-1.439929474,0.149887353,0.648636583
LOC127126699,87.36823824,-0.921985064,0.640492694,-1.439493492,0.150010752,0.64893858
LOC127092330,27.82848048,1.261922136,0.87732663,1.438372086,0.150328508,0.64938482
LOC127092961,25.58792085,1.194205718,0.83010167,1.438625847,0.150256559,0.64938482
LOC127100802,7.223396162,1.957377628,1.360362715,1.438864508,0.150188915,0.64938482
LOC127118134,96.4460455,0.932311081,0.648144462,1.438430991,0.150311805,0.64938482
LOC127085851,6.728362835,2.226301004,1.548863864,1.437376813,0.150610954,0.650355047
LOC127127160,6.273041255,2.10487621,1.464565201,1.437202119,0.150660571,0.650355047
LOC127127872,19.51943121,1.338334272,0.931346544,1.436988498,0.150721262,0.650385081
LOC127083109,4.504696189,2.446768449,1.703165945,1.436600149,0.150831641,0.650629432
LOC127075645,16.52578822,-1.331943281,0.927361436,-1.436272018,0.150924953,0.650800012
LOC127106364,11.99536164,-1.49018929,1.037869565,-1.435815578,0.151054826,0.650896266
LOC127120495,8.787642791,-1.934161649,1.347031128,-1.435870047,0.151039323,0.650896266
LOC127075379,12.18159262,-1.697006374,1.182197072,-1.43546826,0.151153707,0.651090557
LOC127087940,27.75889841,1.152340023,0.802968761,1.435099444,0.151258762,0.651311296
LOC127086510,545.4255723,-0.899630932,0.627181662,-1.434402482,0.15145744,0.651934869
LOC127081301,56.48015828,-1.018890333,0.71087069,-1.433299118,0.151772374,0.653058234
LOC127101381,169.7250397,0.953851424,0.665591044,1.433089331,0.15183231,0.653083966
LOC127084572,28.01765748,-1.366104183,0.954160733,-1.431733811,0.152220016,0.653147808
LOC127086748,18.520742,1.48572939,1.037998953,1.431339969,0.152332804,0.653147808
LOC127087213,13.34816985,1.526272597,1.065245946,1.432788928,0.151918166,0.653147808
LOC127105691,7.069202821,2.202800059,1.538468043,1.431813985,0.152197064,0.653147808
LOC127106975,5.335476716,2.281124922,1.592275599,1.432619406,0.151966633,0.653147808
LOC127120260,14.5818367,1.477042326,1.031254995,1.43227653,0.152064697,0.653147808
LOC127120810,34.31767273,1.193534552,0.833797419,1.431444286,0.152302924,0.653147808
LOC127126746,18.64474784,-1.255031869,0.876508659,-1.431853361,0.152185792,0.653147808
