gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
LOC127086448,3.536272809,1.935229982,1.868309197,1.035818902,0.300286637,NA
LOC127086457,2.742442052,-0.541109994,1.829225014,-0.295813795,0.767372287,NA
LOC127086460,3.628583317,0.663742397,1.578914275,0.420378995,0.67420861,NA
LOC127086461,3.665190591,-2.650111399,1.683870943,-1.573820969,0.115528845,NA
LOC127086493,2.488075468,2.08467757,2.189660883,0.95205499,0.341069094,NA
LOC127086494,2.908435592,0.519877997,1.752247812,0.296692051,0.766701626,NA
LOC127086501,3.487686339,1.58122198,1.786074338,0.885305805,0.37599172,NA
LOC127086552,2.335959112,-0.030849175,2.175595205,-0.014179648,0.988686657,NA
LOC127086566,1.699359315,2.301702917,2.443593213,0.941933749,0.34622656,NA
LOC127086592,2.846895254,1.467691689,2.064541642,0.710904377,0.477143494,NA
LOC127086602,3.55840658,-2.120631267,1.725352571,-1.229100245,0.219034223,NA
LOC127086646,1.940100885,1.03431008,2.224823534,0.464895334,0.642006412,NA
LOC127086651,2.483541685,-2.648173757,2.169789884,-1.220474746,0.222284957,NA
LOC127086659,1.805041012,-2.240401284,2.415702587,-0.92743258,0.353701981,NA
LOC127086671,1.909330715,1.633626541,2.243140703,0.728276447,0.466444377,NA
LOC127086693,3.844391823,-2.225449609,1.590679352,-1.399056073,0.161796169,NA
LOC127086696,3.345777372,1.263002958,1.924517115,0.656270058,0.511650379,NA
LOC127086701,2.546690331,0.665747827,1.905508802,0.34938061,0.726803588,NA
LOC127086710,1.89561703,1.624438898,2.265645504,0.716987232,0.473381975,NA
LOC127086724,2.762841333,-1.493561357,1.826272633,-0.817819492,0.413460266,NA
LOC127086739,1.65487546,3.693368573,3.353341213,1.101399571,0.270722792,NA
LOC127086777,3.053523857,1.648382631,1.877260924,0.878078593,0.379901069,NA
LOC127086796,1.696016517,3.72780341,2.701458895,1.379922314,0.167610565,NA
LOC127086821,3.391184544,0.882149149,1.757797779,0.501849052,0.615773706,NA
LOC127086834,3.821840729,2.967732004,2.043049739,1.452598998,0.146335124,NA
LOC127086839,1.784641731,-0.866193995,2.279452609,-0.380000879,0.703944763,NA
LOC127086843,2.917957991,-1.681198787,1.776513325,-0.946347412,0.343971418,NA
LOC127086857,3.019916885,4.560926268,2.370427986,1.924094001,0.054342802,NA
LOC127086860,1.767927743,2.3587896,2.430246576,0.97059682,0.33174909,NA
LOC127086866,2.253513499,0.952940182,2.070452575,0.460256947,0.6453318,NA
LOC127086869,3.137957784,-4.135180437,2.181361611,-1.895687728,0.058001349,NA
LOC127086872,1.90264512,3.891436454,2.582157658,1.507048356,0.131798263,NA
LOC127086883,2.840715653,4.472926544,2.455734341,1.821421181,0.068542858,NA
LOC127086892,3.115064195,0.683002873,1.688752603,0.404442232,0.68588755,NA
LOC127086926,3.119255483,3.241215357,2.021290602,1.603537539,0.108816028,NA
LOC127086931,2.256856296,0.346612351,1.963145167,0.176559715,0.85985424,NA
LOC127086933,2.284789662,1.334099519,2.101657781,0.634784374,0.525569056,NA
LOC127086945,3.034516571,-4.111833353,2.253651864,-1.824520202,0.068073465,NA
LOC127086953,3.600649951,0.00293592,1.590470793,0.001845944,0.998527151,NA
LOC127086961,3.568434973,-4.392733846,2.19397437,-2.002181022,0.045265266,NA
LOC127086965,3.314322213,-1.268598424,1.735065345,-0.73115311,0.464685637,NA
LOC127086974,2.571280899,2.133257073,2.073875628,1.028633079,0.303652128,NA
LOC127086977,3.259809965,0.056102971,1.702561213,0.032952102,0.973712784,NA
LOC127087004,1.726786686,2.323418552,2.374195042,0.978613177,0.327771146,NA
LOC127087065,3.274029645,0.756467022,1.925395661,0.392889128,0.694401372,NA
LOC127087068,3.625240519,1.02890058,1.608337666,0.639729207,0.522348664,NA
LOC127087110,3.536272809,1.935229982,1.868309197,1.035818902,0.300286637,NA
LOC127087137,1.723443888,3.749131276,2.660152243,1.409367184,0.158726622,NA
LOC127087160,3.841897515,0.171515314,1.537189776,0.111577189,0.911158659,NA
LOC127087163,3.119255483,3.241215357,2.021290602,1.603537539,0.108816028,NA
LOC127087166,3.379801667,-1.044578134,1.735107735,-0.602024942,0.547157535,NA
LOC127087200,2.915969677,2.333297171,1.993523312,1.17043887,0.241824401,NA
LOC127087225,2.601202579,-1.110762342,1.854876044,-0.598833731,0.549283766,NA
LOC127087236,2.969127441,-4.012254492,2.208128419,-1.817038564,0.069211209,NA
LOC127087246,3.466438568,0.213709996,1.589312071,0.134466981,0.893033319,NA
LOC127087248,3.76046389,2.178784605,1.844675904,1.181120542,0.23755484,NA
LOC127087254,3.740064609,3.518956304,1.971740553,1.784695405,0.074310737,NA
LOC127087268,1.719758596,0.822979183,2.423258583,0.339616741,0.734145169,NA
LOC127087269,1.743843169,1.47520281,2.309137435,0.638854486,0.522917599,NA
LOC127087272,3.398212635,1.870376415,1.820912719,1.027164232,0.304343137,NA
LOC127087274,3.610678344,-1.003909425,1.586298464,-0.632862887,0.526823186,NA
LOC127087284,2.91177839,0.11248874,1.763266709,0.063795647,0.949132944,NA
LOC127087289,1.929729996,0.448874646,2.183486057,0.205577061,0.837121297,NA
LOC127087295,2.852821031,-0.27195796,1.921048069,-0.141567493,0.887421645,NA
LOC127087299,3.011116987,-0.175138932,2.078120719,-0.084277555,0.932835758,NA
LOC127087313,1.950129277,-0.562410339,2.194969175,-0.256226987,0.797775571,NA
LOC127087316,2.998251791,2.377932708,2.018089139,1.178309056,0.238673419,NA
LOC127087330,3.491371632,3.411366312,1.985848153,1.71783845,0.085826086,NA
LOC127087335,2.411972954,0.016108604,1.841777462,0.008746227,0.99302161,NA
LOC127087348,3.420600229,-3.149265178,1.949100651,-1.615752976,0.106147732,NA
LOC127087353,2.18494507,0.875244113,2.153741752,0.406383037,0.684461182,NA
LOC127087369,3.253630364,1.482402287,1.914177442,0.774433056,0.438674742,NA
LOC127087372,2.949234154,-1.00623148,1.791465617,-0.561680598,0.574333656,NA
LOC127087405,2.831915756,-0.367757697,2.113977675,-0.173964797,0.861893128,NA
LOC127087406,2.178765469,4.090171456,2.589334826,1.579622463,0.114193352,NA
LOC127087415,2.43990632,0.934233281,2.012586718,0.464195293,0.642507833,NA
LOC127087416,2.587831388,0.704468437,1.841025613,0.382649993,0.701979298,NA
LOC127087417,3.420942725,-1.014475626,1.807242169,-0.561339063,0.574566417,NA
LOC127087418,3.353311457,3.351096624,2.067916392,1.62051843,0.105120959,NA
LOC127087465,2.602051068,1.56205836,2.0070173,0.778298403,0.436393117,NA
LOC127087480,2.697361878,-1.695471958,2.032639813,-0.834123167,0.404211581,NA
LOC127087486,3.061057942,4.579299234,2.274896229,2.012970603,0.044117722,NA
LOC127087491,3.682247075,-3.311852325,1.782486402,-1.857995843,0.063169605,NA
LOC127087498,3.761946209,-1.681410111,1.595609547,-1.053772907,0.2919869,NA
LOC127087502,3.139148769,1.141888396,1.796297111,0.635690159,0.524978392,NA
LOC127087504,2.594516984,-0.229982216,1.777788147,-0.129364242,0.897069441,NA
LOC127087508,2.680901714,0.291750701,2.190392376,0.133195634,0.894038664,NA
LOC127087555,3.10135051,0.674239833,1.688175052,0.399389762,0.689606036,NA
LOC127087567,2.963796329,1.295846959,1.880850661,0.688968553,0.490843057,NA
LOC127087594,2.364146302,1.075647606,2.04307034,0.526485841,0.598550687,NA
LOC127087608,1.916358806,3.90100994,2.59250402,1.50472667,0.132394363,NA
LOC127087616,2.322245427,-0.058710232,2.085187118,-0.028155858,0.977537844,NA
LOC127087618,3.518114013,-0.011601802,1.781277089,-0.006513193,0.99480326,NA
LOC127087620,2.140043892,2.662537492,2.428039381,1.096579204,0.272825382,NA
LOC127087624,2.398259268,0.001780101,1.874534023,0.000949623,0.99924231,NA
LOC127087625,2.088189452,-0.29237506,2.593048491,-0.11275341,0.910226056,NA
LOC127087648,1.784641731,-0.866193995,2.279452609,-0.380000879,0.703944763,NA
LOC127087661,1.716415798,1.454971942,2.367992021,0.614432789,0.538929374,NA
LOC127087664,2.932520166,0.999290112,1.770547902,0.564395977,0.572484676,NA
LOC127087671,2.463142404,-1.385179838,1.895730291,-0.730684025,0.464972176,NA
LOC127087713,3.835717914,1.369532681,1.714989388,0.798566271,0.424541952,NA
LOC127087746,3.269674859,-0.316180801,1.664195511,-0.189990178,0.849316828,NA
LOC127087747,2.725385568,-0.091121449,1.888398854,-0.048253285,0.961514384,NA
LOC127087751,2.732071164,-1.024466133,1.787075408,-0.573264076,0.566465905,NA
LOC127087753,2.180499959,-1.745438737,2.549793789,-0.684541136,0.493633523,NA
LOC127087776,2.239457318,-1.268822091,2.203132286,-0.575917343,0.564671053,NA
LOC127087780,2.480198888,-1.920336533,2.141958318,-0.896533101,0.36996811,NA
LOC127087819,3.229888286,3.297788075,2.041447297,1.61541671,0.106220484,NA
LOC127087835,2.857772137,3.115545738,2.206355138,1.412078085,0.157926971,NA
LOC127087855,3.090473627,-0.516148643,1.691648608,-0.305115755,0.760277992,NA
LOC127087917,3.121749791,-0.074461867,1.650702855,-0.045109189,0.964020277,NA
LOC127087923,1.919701604,2.490045704,2.311019419,1.07746637,0.281271967,NA
LOC127087953,2.866788541,-0.377516664,1.877394605,-0.20108541,0.84063179,NA
LOC127087961,1.933415289,2.500836434,2.333788715,1.07157791,0.28390966,NA
LOC127087981,2.905092795,0.980103421,1.783750042,0.549462311,0.582688222,NA
LOC127087993,2.466485202,-1.961702899,1.916790642,-1.023430967,0.306104124,NA
LOC127087995,2.601202579,-1.110762342,1.854876044,-0.598833731,0.549283766,NA
LOC127088000,2.863445743,0.067276656,1.893052263,0.035538721,0.971650171,NA
LOC127088005,2.571280899,2.133257073,2.073875628,1.028633079,0.303652128,NA
LOC127088021,2.909284082,4.505281782,2.288899441,1.968317918,0.04903147,NA
LOC127088055,2.564595304,4.323460146,2.369110946,1.82492937,0.068011688,NA
LOC127088088,3.817306947,-0.780277951,1.532119024,-0.509280244,0.610555803,NA
LOC127088098,3.348777675,-0.544439396,1.67285108,-0.325455985,0.74483599,NA
LOC127088130,2.749976137,1.425514663,1.907758453,0.747219681,0.454930966,NA
LOC127088143,3.861448306,-2.716513813,1.665035533,-1.63150501,0.102783804,NA
LOC127088156,3.366087982,-1.073170429,1.803513535,-0.595044289,0.551813867,NA
LOC127088158,2.349330303,-1.956247786,2.182138062,-0.896482134,0.369995318,NA
LOC127088162,2.766690125,-0.852244661,1.826764167,-0.466532394,0.640834466,NA
LOC127088165,2.777061013,-0.435847654,1.728631152,-0.25213456,0.800937058,NA
LOC127088175,3.131272189,-2.319666534,1.7609871,-1.317253565,0.187753645,NA
LOC127088196,2.581651787,2.953313498,2.121158893,1.392311301,0.163828151,NA
LOC127088238,1.682302831,3.716903134,2.755202607,1.349048932,0.17732125,NA
LOC127088256,2.619450047,4.351727225,2.379570379,1.828786937,0.067431533,NA
LOC127088303,2.615764754,1.569299099,2.000186438,0.784576412,0.432701964,NA
LOC127088320,3.390082231,-1.02857596,1.840841802,-0.558753044,0.576330273,NA
LOC127088331,3.822346724,3.547882364,1.932141188,1.836243845,0.066321601,NA
LOC127089531,2.212372442,0.924360277,2.034930957,0.454246506,0.649651414,NA
LOC127089983,2.415658247,2.031552424,2.281885275,0.890295602,0.373307182,NA
LOC127090365,2.818708064,0.406929406,1.896562486,0.21456156,0.830109166,NA
LOC127090982,1.743843169,1.47520281,2.309137435,0.638854486,0.522917599,NA
LOC127090999,2.3526731,-2.681781012,2.263060389,-1.185024061,0.236007934,NA
LOC127091018,2.215715239,0.306243808,1.963851509,0.155940409,0.876079993,NA
LOC127091021,2.550033129,0.176144968,1.932452086,0.091151015,0.927372597,NA
LOC127091048,3.627734827,-1.344397938,1.57838876,-0.851753365,0.394350995,NA
LOC127091051,2.226592122,1.899289513,2.176356314,0.872692353,0.382830787,NA
LOC127091056,3.428982804,1.343357773,1.691135178,0.794352687,0.42699014,NA
LOC127091065,1.702702112,1.449762938,2.46328054,0.588549666,0.556163408,NA
LOC127091100,3.033630571,4.56713456,2.328181244,1.961674837,0.049800353,NA
LOC127091105,3.170424933,1.418898598,1.865462902,0.76061475,0.446887207,NA
LOC127091134,2.405287359,1.122014039,1.981437685,0.566262592,0.571215286,NA
LOC127091180,1.709730203,3.738525782,2.671886876,1.399208109,0.161750586,NA
LOC127091190,2.226086127,0.938962573,2.023193346,0.464099279,0.642576619,NA
LOC127091200,2.611573467,-0.650585659,1.772289156,-0.367087762,0.713553556,NA
LOC127091214,2.394916471,0.513045425,1.892155333,0.271143397,0.786280745,NA
LOC127091241,3.155014268,-5.658431785,2.293884084,-2.466747045,0.013634664,NA
LOC127091272,3.510922423,-0.075613986,1.620594204,-0.046658186,0.962785657,NA
LOC127091289,2.946233852,1.00663964,1.78461686,0.564064849,0.572709999,NA
LOC127091303,2.909284082,4.505281782,2.288899441,1.968317918,0.04903147,NA
LOC127091306,2.98419561,0.533807519,1.858757593,0.287185118,0.773970581,NA
LOC127091321,1.730129484,1.463877399,2.323956484,0.629907405,0.528755168,NA
LOC127091328,1.984584739,0.575380726,2.679654671,0.214721969,0.829984094,NA
LOC127091329,1.702702112,1.449762938,2.46328054,0.588549666,0.556163408,NA
LOC127091340,3.294265427,0.812903265,1.664891906,0.488261888,0.625364353,NA
LOC127091342,2.712177877,0.816733239,1.883346615,0.433660608,0.664534916,NA
LOC127091347,3.281400231,4.677943552,2.217501139,2.109556324,0.03489659,NA
LOC127091359,2.874322625,1.515590289,1.927809591,0.78617219,0.431766616,NA
LOC127091418,2.182108267,2.700603357,2.408971305,1.121060824,0.262261973,NA
LOC127091430,3.010774492,-1.803052317,1.793586909,-1.005277362,0.314763313,NA
LOC127091431,2.972470238,-5.565991973,2.327095037,-2.391819795,0.016765072,NA
LOC127091433,1.916358806,3.90100994,2.59250402,1.50472667,0.132394363,NA
LOC127091495,3.257315657,3.308554249,2.005703615,1.64957286,0.09903033,NA
LOC127091512,2.281446865,1.933043706,2.141048222,0.902849215,0.366605927,NA
LOC127091513,3.796565171,-1.470212748,1.624599578,-0.904969303,0.36548165,NA
LOC127091517,2.855315339,-5.556458067,2.417255493,-2.298663954,0.021524029,NA
LOC127091529,2.928834873,-0.259371045,1.73770331,-0.149260834,0.881347819,NA
LOC127091567,2.945385362,-1.642099825,1.778309135,-0.923405156,0.355796106,NA
LOC127091585,2.790774699,-0.422856448,1.729409596,-0.244509137,0.806836526,NA
LOC127091606,3.245590285,-0.716997897,1.66589137,-0.43039895,0.666905459,NA
LOC127091622,3.117900998,-0.50396499,1.805658321,-0.279103186,0.780165638,NA
LOC127091634,2.219058037,-0.234282404,1.98700706,-0.117907182,0.906141202,NA
LOC127091649,3.105541797,3.235095463,2.021536194,1.60031538,0.109528637,NA
LOC127091650,2.439400326,0.041663789,1.874915339,0.022221691,0.982271115,NA
LOC127091657,3.587442259,0.641714079,1.648574037,0.389254025,0.697088242,NA
LOC127091686,2.345987505,-1.391061962,2.159285679,-0.644223215,0.519430699,NA
LOC127091777,1.923044401,1.644754923,2.241296921,0.73384071,0.463045826,NA
LOC127091803,3.108884594,2.43066947,1.939326939,1.253357246,0.210075724,NA
LOC127091809,2.998251791,2.377932708,2.018089139,1.178309056,0.238673419,NA
LOC127091821,3.543806894,4.791224587,2.235282433,2.143453783,0.032076678,NA
LOC127091827,2.564595304,4.323460146,2.369110946,1.82492937,0.068011688,NA
LOC127091833,3.676573468,-0.416173149,1.941593274,-0.214346204,0.830277089,NA
LOC127091849,1.774613339,0.865440624,2.322824383,0.372581169,0.70946019,NA
LOC127091855,2.688018476,4.388330898,2.978143684,1.473512148,0.140612991,NA
LOC127091861,3.507579625,0.242256708,1.638744463,0.14783068,0.882476396,NA
LOC127091876,3.858701828,-0.990010271,1.99391587,-0.496515568,0.619530706,NA
LOC127091877,2.950425139,4.524028784,2.286269918,1.978781573,0.047840604,NA
LOC127091899,1.723443888,3.749131276,2.660152243,1.409367184,0.158726622,NA
LOC127091907,2.361309499,2.821109589,2.280367176,1.237129537,0.216038996,NA
LOC127091925,2.62862995,-1.079482631,1.791928561,-0.602413877,0.546898675,NA
LOC127091927,2.453620006,0.942652255,2.003170897,0.470580047,0.637940659,NA
LOC127091929,3.262646768,-1.08658439,1.646011622,-0.660131663,0.509169341,NA
LOC127091947,2.243648605,1.308959916,2.13239361,0.613845357,0.539317522,NA
LOC127091951,2.584488591,1.284811268,1.947976131,0.65956212,0.509534869,NA
LOC127091968,2.212372442,0.924360277,2.034930957,0.454246506,0.649651414,NA
LOC127091993,3.748575019,-0.268643098,1.749956676,-0.153514142,0.877992839,NA
LOC127091998,3.564206175,2.656051369,1.947592691,1.363761212,0.172642732,NA
LOC127092018,3.235561892,0.440818949,1.779495003,0.247721375,0.804349993,NA
LOC127092048,2.436057528,0.545047176,1.931400269,0.282203117,0.777787769,NA
LOC127092077,2.722548765,1.404430595,1.920573145,0.731255979,0.464622813,NA
LOC127092105,2.764195817,2.244966472,2.005689814,1.119298934,0.26301263,NA
LOC127092111,2.752470445,-2.089163328,1.835359188,-1.138285815,0.255001155,NA
LOC127092118,2.163785971,0.763037525,2.625145056,0.2906649,0.771307619,NA
LOC127092119,2.416164241,2.850733843,2.156918392,1.321669773,0.186278138,NA
LOC127092121,3.628077322,0.01627745,1.627195751,0.010003375,0.992018594,NA
LOC127092122,1.881903344,1.617493845,2.314627141,0.698813997,0.48466828,NA
LOC127092160,3.814470144,0.155324192,1.535096308,0.10118205,0.919405945,NA
LOC127092172,3.408747022,1.205830177,2.035068513,0.592525592,0.553498688,NA
LOC127092174,3.284400533,1.095209526,1.842475758,0.594422761,0.552229389,NA
LOC127092179,3.093816425,-0.919585146,1.671828575,-0.550047511,0.582286787,NA
LOC127092189,1.767585248,-0.31613461,2.26699,-0.139451259,0.889093569,NA
LOC127092197,3.117558503,-2.342684469,1.760513916,-1.330682165,0.183293614,NA
LOC127092202,2.86060894,1.495388816,1.977369035,0.756251761,0.449498264,NA
LOC127092206,2.647800736,4.371041742,2.977454494,1.468046531,0.142091584,NA
LOC127092209,2.767538614,1.668212089,1.973332021,0.84537831,0.397899651,NA
LOC127092211,3.525142103,0.568377484,1.757882112,0.323330831,0.746444707,NA
LOC127092230,3.56628316,0.606111887,1.833127927,0.330643529,0.740913762,NA
LOC127092236,1.909330715,1.633626541,2.243140703,0.728276447,0.466444377,NA
LOC127092249,3.053523857,1.648382631,1.877260924,0.878078593,0.379901069,NA
LOC127092253,3.371291258,2.581446512,2.06796486,1.248302891,0.211920156,NA
LOC127092255,2.095217542,0.627937753,2.12653411,0.295286941,0.767774691,NA
LOC127092261,2.229428925,0.322751596,1.931634523,0.1670873,0.867301359,NA
LOC127092271,2.692284591,3.023948279,2.228034905,1.357226618,0.174709215,NA
LOC127092284,2.411972954,0.016108604,1.841777462,0.008746227,0.99302161,NA
LOC127092288,3.176262038,-1.498762288,1.696952221,-0.883208301,0.377123737,NA
LOC127092291,3.118406993,0.289940373,1.660274508,0.174633997,0.861367233,NA
LOC127092339,3.2161746,3.292611266,2.07096807,1.589889923,0.111859619,NA
LOC127092352,3.436516889,3.389062513,1.97599997,1.715112634,0.086324578,NA
LOC127092360,2.746290844,-0.054195903,1.784505678,-0.030370261,0.975771762,NA
LOC127092365,2.990881206,-0.134927287,1.88880367,-0.071435316,0.943051303,NA
LOC127092377,2.371680387,4.211613787,2.45049868,1.718676211,0.085673346,NA
LOC127092381,2.920704469,-5.605434592,2.755076023,-2.034584362,0.041892712,NA
LOC127092417,3.10753011,-0.907198325,1.693566596,-0.535673251,0.592184393,NA
LOC127092424,3.477315451,1.193752628,1.776129748,0.67210891,0.501514365,NA
LOC127092428,2.044048092,2.593359392,2.296489849,1.129271002,0.25878353,NA
LOC127092441,2.962441845,-2.175488764,1.994738847,-1.090613323,0.275443064,NA
LOC127092442,3.49386594,0.231919737,1.606154498,0.144394414,0.885189028,NA
LOC127092444,2.814859272,0.006393368,1.873561543,0.003412414,0.997277292,NA
LOC127092447,2.287626465,-0.160241843,2.264182887,-0.070772482,0.943578833,NA
LOC127092455,3.335912479,1.506127007,1.82456712,0.82547087,0.409104314,NA
LOC127092465,3.033630571,4.56713456,2.328181244,1.961674837,0.049800353,NA
LOC127092493,2.294818055,-0.092260966,2.05043032,-0.044995904,0.964110574,NA
LOC127092520,2.270227487,-1.832763094,1.958978329,-0.935570888,0.349494169,NA
LOC127092524,3.246438775,1.780070356,1.825463031,0.97513361,0.329493988,NA
LOC127092554,2.963796329,1.295846959,1.880850661,0.688968553,0.490843057,NA
LOC127092567,2.429877927,2.858667553,2.155990107,1.325918679,0.184866635,NA
LOC127092569,3.315170702,0.758014079,1.800669057,0.420962462,0.673782493,NA
LOC127092609,3.139654764,1.874642781,1.89223693,0.990701931,0.321831148,NA
LOC127092624,2.643192126,1.591205224,2.024980562,0.7857879,0.431991756,NA
LOC127092645,2.835764548,0.062224622,1.901999193,0.032715378,0.973901561,NA
LOC127092656,3.264001252,1.946144725,1.897001771,1.025905592,0.304936086,NA
LOC127092663,3.121749791,-0.074461867,1.650702855,-0.045109189,0.964020277,NA
LOC127092665,2.735413961,-1.533231976,1.824883054,-0.840180949,0.400806938,NA
LOC127092666,2.952919447,0.143565645,1.696627765,0.084618234,0.932564903,NA
LOC127092679,2.401944561,2.029819576,2.259439874,0.89837291,0.368986774,NA
LOC127092696,3.301293517,1.799513827,1.860922867,0.96700076,0.333543654,NA
LOC127092699,3.235561892,0.440818949,1.779495003,0.247721375,0.804349993,NA
LOC127092703,3.294265427,0.812903265,1.664891906,0.488261888,0.625364353,NA
LOC127092714,2.132673307,-0.771329172,2.135403206,-0.361210084,0.717942404,NA
LOC127092719,3.768631805,-2.665566988,1.841016489,-1.447877846,0.147651217,NA
LOC127092731,3.25312437,0.787863267,1.682124888,0.468373825,0.639517283,NA
LOC127092743,3.585491457,-5.890236193,2.310466943,-2.549370469,0.010791759,NA
LOC127092744,3.690123655,0.06422128,1.606265236,0.039981741,0.968107683,NA
LOC127092760,3.424791517,-0.512142683,1.606823554,-0.318729883,0.749931352,NA
LOC127092784,2.753318934,0.854591215,1.801685757,0.474328673,0.635265547,NA
LOC127092812,2.098902835,2.630223353,2.261209791,1.163192979,0.244751215,NA
LOC127092817,2.498863679,2.06428526,2.392951646,0.862652308,0.388328661,NA
LOC127092832,3.35546327,-1.23072621,1.663546859,-0.739820585,0.459408867,NA
LOC127092839,1.76424245,0.243550296,2.25600052,0.107956666,0.914030066,NA
LOC127092893,3.614363636,0.010845977,1.599863616,0.006779314,0.994590932,NA
LOC127092899,1.940100885,1.03431008,2.224823534,0.464895334,0.642006412,NA
LOC127092901,2.715520675,0.344475432,1.911486129,0.180213409,0.856985032,NA
LOC127092921,2.429029438,-0.445464949,1.823801039,-0.244250847,0.807036549,NA
LOC127092922,2.078161059,1.167310619,2.175980376,0.536452733,0.591645695,NA
LOC127092940,3.170082437,0.015568686,1.834272842,0.008487661,0.993227908,NA
LOC127092943,3.251769886,-3.004587289,1.85620516,-1.618671984,0.105517858,NA
LOC127092945,3.803087267,-1.653975912,1.878922517,-0.880278935,0.378708221,NA
LOC127092958,2.911272395,-0.748132348,1.729807538,-0.432494559,0.665382006,NA
LOC127092989,1.736815079,0.226844216,2.367215037,0.095827465,0.923657604,NA
LOC127092995,3.035365061,-0.430632929,1.888564628,-0.228021283,0.819629695,NA
LOC127092997,2.618601557,0.238592019,1.846525934,0.129211301,0.897190454,NA
LOC127093003,2.456962803,0.498801438,1.99366462,0.250193254,0.802437902,NA
LOC127093005,2.260705088,0.78665092,2.080114853,0.378176676,0.705299351,NA
LOC127093028,2.456114314,-2.719152856,2.172371455,-1.251697931,0.210679954,NA
LOC127093036,1.713073,2.312408354,2.396255675,0.965009025,0.334540291,NA
LOC127093043,3.480658248,0.858144703,1.777757887,0.482711796,0.629300386,NA
LOC127093049,3.563700181,1.964596721,1.8060977,1.087757723,0.276702078,NA
LOC127093051,3.404392236,0.195166543,1.671543788,0.11675826,0.907051621,NA
LOC127093092,3.49386594,0.231919737,1.606154498,0.144394414,0.885189028,NA
LOC127093106,3.02199387,0.935234209,1.924967045,0.48584427,0.627077584,NA
LOC127093111,2.957110734,2.350867757,1.967483108,1.194860453,0.232141556,NA
LOC127093127,3.600649951,0.00293592,1.590470793,0.001845944,0.998527151,NA
LOC127093146,3.641448513,-1.330393999,1.559046991,-0.853337973,0.393471908,NA
LOC127093147,2.736768445,2.234799638,2.04564895,1.092464881,0.274628818,NA
LOC127093149,2.412478949,0.92829384,2.095883095,0.442912986,0.657828674,NA
LOC127093169,3.862296796,-0.382961594,1.540192619,-0.24864526,0.803635195,NA
LOC127093197,1.933072794,-0.06762298,2.199273966,-0.030747866,0.975470618,NA
LOC127093199,1.801698215,-1.464726066,2.343114774,-0.625119214,0.531892818,NA
LOC127093214,3.115064195,0.683002873,1.688752603,0.404442232,0.68588755,NA
LOC127093246,3.413914634,-1.882435463,1.690141057,-1.113774176,0.265376078,NA
LOC127093287,2.790774699,-0.422856448,1.729409596,-0.244509137,0.806836526,NA
LOC127093309,3.494371934,0.862532365,1.762727995,0.489316767,0.624617452,NA
LOC127093318,3.59447035,1.441834956,1.672643474,0.862009734,0.388682161,NA
LOC127093325,2.908435592,0.519877997,1.752247812,0.296692051,0.766701626,NA
LOC127093331,2.395422465,1.438178204,2.152579347,0.668118556,0.504057918,NA
LOC127093343,3.638954205,1.035743657,1.613705162,0.641841943,0.520975813,NA
LOC127093344,2.392079668,2.018958147,2.141388374,0.942826706,0.345769549,NA
LOC127093346,2.591174186,0.21650311,1.792911487,0.120755047,0.903885057,NA
LOC127093348,2.091874745,1.174619872,2.153038274,0.54556386,0.585365772,NA
LOC127093353,1.820363006,3.830795879,3.266440688,1.172773745,0.240886549,NA
LOC127093356,3.087130829,-0.116821942,1.739715366,-0.067150032,0.946462264,NA
LOC127093358,2.026991609,3.985366154,2.5786941,1.545497837,0.122225892,NA
LOC127093359,1.716415798,1.454971942,2.367992021,0.614432789,0.538929374,NA
LOC127093376,1.825440293,-4.937154294,3.128137232,-1.578304891,0.114495583,NA
LOC127093388,2.912626879,3.138820334,2.0638598,1.520849591,0.128297586,NA
LOC127093406,3.318007506,-0.242255006,1.615717632,-0.149936475,0.880814734,NA
LOC127093412,3.139654764,1.874642781,1.89223693,0.990701931,0.321831148,NA
LOC127093432,2.655714826,-3.933127054,2.310503555,-1.702281325,0.088702644,NA
LOC127093474,2.922655272,1.286325793,1.955187278,0.657904134,0.510599734,NA
LOC127093475,3.277208944,1.245129533,1.713369467,0.726713973,0.467401192,NA
LOC127093481,1.888931434,3.881824147,2.585252085,1.501526357,0.133219475,NA
LOC127093487,3.679752767,-0.243567848,1.563849662,-0.15574889,0.876230959,NA
LOC127093503,3.56603099,-0.141088945,2.014603351,-0.070033113,0.944167304,NA
LOC127093526,1.787984529,-1.49373209,2.344726411,-0.637060291,0.524085573,NA
LOC127093538,2.456962803,0.498801438,1.99366462,0.250193254,0.802437902,NA
LOC127093562,3.577413867,1.975634719,1.789164508,1.104221948,0.269496871,NA
LOC127093574,3.231370605,-1.757561962,1.745789266,-1.006743481,0.314058061,NA
LOC127093578,2.270227487,-1.832763094,1.958978329,-0.935570888,0.349494169,NA
LOC127093581,2.740111243,1.664142266,2.035946624,0.817380105,0.413711241,NA
LOC127093584,2.901749997,1.544044594,1.880513802,0.821075917,0.411603027,NA
LOC127093592,3.125598583,0.319664221,1.928545993,0.165754004,0.868350545,NA
LOC127093597,3.479809759,-1.049526952,1.718656178,-0.610667198,0.541419926,NA
LOC127093628,2.502206476,1.14362619,2.375669406,0.481391134,0.630238537,NA
LOC127093835,2.48231319,4.277990412,3.021627065,1.415790341,0.156836899,NA
LOC127093849,2.42568664,0.029277556,1.842009764,0.015894354,0.987318674,NA
